n;gridSize;blockSize;p;q;clocks;seconds
79523;4;1024;281;283;1238443;1.238443
79523;6;32;281;283;16002;0.016002
79523;6;64;281;283;19696;0.019696
79523;6;96;281;283;35729;0.035729
79523;6;128;281;283;67178;0.067178
79523;6;160;281;283;91608;0.091608
79523;6;192;281;283;126623;0.126623
79523;6;224;281;283;163801;0.163801
79523;6;256;281;283;205197;0.205197
79523;6;288;281;283;257423;0.257423
79523;6;320;281;283;305397;0.305397
79523;6;352;281;283;363094;0.363094
79523;6;384;281;283;419118;0.419118
79523;6;416;281;283;492014;0.492014
79523;6;448;281;283;566465;0.566465
79523;6;480;281;283;645935;0.645935
79523;6;512;281;283;720772;0.720772
79523;6;544;281;283;800493;0.800493
79523;6;576;281;283;888786;0.888786
79523;6;608;281;283;994345;0.994345
79523;6;640;281;283;1088287;1.088287
79523;6;672;281;283;1200714;1.200714
79523;8;32;281;283;18628;0.018628
79523;8;64;281;283;30116;0.030116
79523;8;96;281;283;59749;0.059749
79523;8;128;281;283;103205;0.103205
79523;8;160;281;283;150429;0.150429
79523;8;192;281;283;205202;0.205202
79523;8;224;281;283;273574;0.273574
79523;8;256;281;283;344400;0.344400
79523;8;288;281;283;426407;0.426407
79523;8;320;281;283;515218;0.515218
79523;8;352;281;283;623215;0.623215
79523;8;384;281;283;720762;0.720762
79523;8;416;281;283;834534;0.834534
79523;8;448;281;283;961217;0.961217
79523;8;480;281;283;1088331;1.088331
79523;8;512;281;283;1237893;1.237893
79523;10;32;281;283;22276;0.022276
79523;10;64;281;283;50490;0.050490
79523;10;96;281;283;91691;0.091691
79523;10;128;281;283;150417;0.150417
79523;10;160;281;283;223230;0.223230
79523;10;192;281;283;305417;0.305417
79523;10;224;281;283;402976;0.402976
79523;10;256;281;283;514830;0.514830
79523;10;288;281;283;645934;0.645934
79523;10;320;281;283;770933;0.770933
79523;10;352;281;283;916707;0.916707
79523;10;384;281;283;1088330;1.088330
79523;12;32;281;283;27059;0.027059
79523;12;64;281;283;59737;0.059737
79523;12;96;281;283;126680;0.126680
79523;12;128;281;283;205219;0.205219
79523;12;160;281;283;305400;0.305400
79523;12;192;281;283;426326;0.426326
79523;12;224;281;283;566558;0.566558
79523;12;256;281;283;720700;0.720700
79523;12;288;281;283;888897;0.888897
79523;12;320;281;283;1088332;1.088332
79523;14;32;281;283;31645;0.031645
79523;14;64;281;283;76109;0.076109
79523;14;96;281;283;163803;0.163803
79523;14;128;281;283;273499;0.273499
79523;14;160;281;283;402934;0.402934
79523;14;192;281;283;566618;0.566618
79523;14;224;281;283;745616;0.745616
79523;14;256;281;283;961293;0.961293
79523;14;288;281;283;1200642;1.200642
79523;16;32;281;283;37290;0.037290
79523;16;64;281;283;95980;0.095980
79523;16;96;281;283;205232;0.205232
79523;16;128;281;283;344193;0.344193
79523;16;160;281;283;515228;0.515228
79523;16;192;281;283;721901;0.721901
79523;16;224;281;283;957102;0.957102
79523;16;256;281;283;1230264;1.230264
79523;18;32;281;283;42895;0.042895
79523;18;64;281;283;119493;0.119493
79523;18;96;281;283;257472;0.257472
79523;18;128;281;283;426437;0.426437
79523;18;160;281;283;645962;0.645962
79523;18;192;281;283;888814;0.888814
79523;18;224;281;283;1200640;1.200640
79523;20;32;281;283;50653;0.050653
79523;20;64;281;283;150325;0.150325
79523;20;96;281;283;305435;0.305435
79523;20;128;281;283;515212;0.515212
79523;20;160;281;283;771051;0.771051
79523;20;192;281;283;1088339;1.088339
79523;22;32;281;283;58351;0.058351
79523;22;64;281;283;173277;0.173277
79523;22;96;281;283;365535;0.365535
79523;22;128;281;283;623147;0.623147
79523;22;160;281;283;916680;0.916680
79523;24;32;281;283;66866;0.066866
79523;24;64;281;283;205242;0.205242
79523;24;96;281;283;426431;0.426431
79523;24;128;281;283;721034;0.721034
79523;24;160;281;283;1088280;1.088280
79523;26;32;281;283;74457;0.074457
79523;26;64;281;283;243743;0.243743
79523;26;96;281;283;492058;0.492058
79523;26;128;281;283;834500;0.834500
79523;28;32;281;283;83207;0.083207
79523;28;64;281;283;273516;0.273516
79523;28;96;281;283;566582;0.566582
79523;28;128;281;283;961278;0.961278
79523;30;32;281;283;91700;0.091700
79523;30;64;281;283;305507;0.305507
79523;30;96;281;283;645985;0.645985
79523;30;128;281;283;1088338;1.088338
79523;32;32;281;283;103034;0.103034
79523;32;64;281;283;344100;0.344100
79523;32;96;281;283;720782;0.720782
79523;32;128;281;283;1237890;1.237890
79523;34;32;281;283;116447;0.116447
79523;34;64;281;283;385249;0.385249
79523;34;96;281;283;800506;0.800506
79523;36;32;281;283;126973;0.126973
79523;36;64;281;283;426484;0.426484
79523;36;96;281;283;888717;0.888717
79523;38;32;281;283;137575;0.137575
79523;38;64;281;283;475158;0.475158
79523;38;96;281;283;994336;0.994336
79523;40;32;281;283;150574;0.150574
79523;40;64;281;283;515272;0.515272
79523;40;96;281;283;1088390;1.088390
79523;42;32;281;283;163877;0.163877
79523;42;64;281;283;566640;0.566640
79523;42;96;281;283;1200685;1.200685
79523;44;32;281;283;173381;0.173381
79523;44;64;281;283;623183;0.623183
79523;46;32;281;283;189802;0.189802
79523;46;64;281;283;669232;0.669232
79523;48;32;281;283;205208;0.205208
79523;48;64;281;283;721858;0.721858
79523;50;32;281;283;219095;0.219095
79523;50;64;281;283;763400;0.763400
79523;52;32;281;283;243685;0.243685
79523;52;64;281;283;834488;0.834488
79523;54;32;281;283;257459;0.257459
79523;54;64;281;283;889051;0.889051
79523;56;32;281;283;273532;0.273532
79523;56;64;281;283;961274;0.961274
79523;58;32;281;283;286025;0.286025
79523;58;64;281;283;1027944;1.027944
79523;60;32;281;283;305408;0.305408
79523;60;64;281;283;1088338;1.088338
79523;62;32;281;283;321043;0.321043
79523;62;64;281;283;1164086;1.164086
79523;64;32;281;283;344173;0.344173
79523;64;64;281;283;1237814;1.237814
79523;66;32;281;283;365542;0.365542
79523;68;32;281;283;385168;0.385168
79523;70;32;281;283;402978;0.402978
79523;72;32;281;283;426405;0.426405
79523;74;32;281;283;447765;0.447765
79523;76;32;281;283;475150;0.475150
79523;78;32;281;283;492026;0.492026
79523;80;32;281;283;515180;0.515180
79523;82;32;281;283;532613;0.532613
79523;84;32;281;283;566532;0.566532
79523;86;32;281;283;597927;0.597927
79523;88;32;281;283;623260;0.623260
79523;90;32;281;283;645937;0.645937
79523;92;32;281;283;669193;0.669193
79523;94;32;281;283;696383;0.696383
79523;96;32;281;283;720700;0.720700
79523;98;32;281;283;745454;0.745454
79523;100;32;281;283;770947;0.770947
79523;102;32;281;283;800460;0.800460
79523;104;32;281;283;834477;0.834477
79523;106;32;281;283;865235;0.865235
79523;108;32;281;283;888949;0.888949
79523;110;32;281;283;916654;0.916654
79523;112;32;281;283;961247;0.961247
79523;114;32;281;283;994282;0.994282
79523;116;32;281;283;1027955;1.027955
79523;118;32;281;283;1062180;1.062180
79523;120;32;281;283;1088250;1.088250
79523;122;32;281;283;1123704;1.123704
79523;124;32;281;283;1165152;1.165152
79523;126;32;281;283;1196691;1.196691
79523;128;32;281;283;1230465;1.230465
82919;2;32;283;293;21685;0.021685
82919;2;64;283;293;22438;0.022438
82919;2;96;283;293;33489;0.033489
82919;2;128;283;293;55215;0.055215
82919;2;160;283;293;70993;0.070993
82919;2;192;283;293;90275;0.090275
82919;2;224;283;293;117144;0.117144
82919;2;256;283;293;137639;0.137639
82919;2;288;283;293;172382;0.172382
82919;2;320;283;293;204452;0.204452
82919;2;352;283;293;232631;0.232631
82919;2;384;283;293;266985;0.266985
82919;2;416;283;293;308200;0.308200
82919;2;448;283;293;348205;0.348205
82919;2;480;283;293;386362;0.386362
82919;2;512;283;293;447119;0.447119
82919;2;544;283;293;495794;0.495794
82919;2;576;283;293;535858;0.535858
82919;2;608;283;293;589850;0.589850
82919;2;640;283;293;659587;0.659587
82919;2;672;283;293;692867;0.692867
82919;2;704;283;293;762733;0.762733
82919;2;736;283;293;828171;0.828171
82919;2;768;283;293;896458;0.896458
82919;2;800;283;293;975525;0.975525
82919;2;832;283;293;1041053;1.041053
82919;2;864;283;293;1100576;1.100576
82919;2;896;283;293;1170885;1.170885
82919;2;928;283;293;1253341;1.253341
82919;2;960;283;293;1309833;1.309833
82919;2;992;283;293;1002861;1.002861
82919;2;1024;283;293;1491342;1.491342
82919;4;32;283;293;28547;0.028547
82919;4;64;283;293;48849;0.048849
82919;4;96;283;293;83234;0.083234
82919;4;128;283;293;130442;0.130442
82919;4;160;283;293;197502;0.197502
82919;4;192;283;293;259878;0.259878
82919;4;224;283;293;341216;0.341216
82919;4;256;283;293;440133;0.440133
82919;4;288;283;293;528776;0.528776
82919;4;320;283;293;652552;0.652552
82919;4;352;283;293;755769;0.755769
82919;4;384;283;293;889434;0.889434
82919;4;416;283;293;1033916;1.033916
82919;4;448;283;293;1163895;1.163895
82919;4;480;283;293;1302997;1.302997
82919;4;512;283;293;1491470;1.491470
82919;4;544;283;293;1649560;1.649560
82919;4;576;283;293;1844906;1.844906
82919;4;608;283;293;2064058;2.064058
82919;4;640;283;293;2201517;2.201517
82919;4;672;283;293;2475498;2.475498
82919;4;704;283;293;2708134;2.708134
82919;4;736;283;293;2894578;2.894578
82919;4;768;283;293;3103005;3.103005
82919;4;800;283;293;2001331;2.001331
82919;4;832;283;293;3628836;3.628836
82919;4;864;283;293;3850262;3.850262
82919;4;896;283;293;4163474;4.163474
89951;2;32;307;293;17072;0.017072
89951;2;64;307;293;22300;0.022300
89951;2;96;307;293;36392;0.036392
89951;2;128;307;293;52004;0.052004
89951;2;160;307;293;63621;0.063621
89951;2;192;307;293;88405;0.088405
89951;2;224;307;293;110497;0.110497
89951;2;256;307;293;129373;0.129373
89951;2;288;307;293;144483;0.144483
89951;2;320;307;293;185425;0.185425
89951;2;352;307;293;215327;0.215327
89951;2;384;307;293;242756;0.242756
89951;2;416;307;293;284212;0.284212
89951;2;448;307;293;321586;0.321586
89951;2;480;307;293;364284;0.364284
89951;2;512;307;293;418391;0.418391
89951;2;544;307;293;471031;0.471031
89951;2;576;307;293;509780;0.509780
89951;2;608;307;293;568661;0.568661
89951;2;640;307;293;618367;0.618367
89951;2;672;307;293;662993;0.662993
89951;2;704;307;293;710663;0.710663
89951;2;736;307;293;795915;0.795915
89951;2;768;307;293;855385;0.855385
89951;2;800;307;293;940629;0.940629
89951;2;832;307;293;1004844;1.004844
89951;2;864;307;293;1071874;1.071874
89951;2;896;307;293;1141345;1.141345
89951;2;928;307;293;1204625;1.204625
89951;2;960;307;293;1288107;1.288107
89951;2;992;307;293;1365353;1.365353
89951;2;1024;307;293;1444691;1.444691
89951;4;32;307;293;21983;0.021983
89951;4;64;307;293;39504;0.039504
89951;4;96;307;293;79278;0.079278
89951;4;128;307;293;126713;0.126713
89951;4;160;307;293;185211;0.185211
89951;4;192;307;293;248352;0.248352
89951;4;224;307;293;327137;0.327137
89951;4;256;307;293;418370;0.418370
89951;4;288;307;293;509777;0.509777
89951;4;320;307;293;618350;0.618350
89951;4;352;307;293;710725;0.710725
89951;4;384;307;293;855310;0.855310
89951;4;416;307;293;1004980;1.004980
89951;4;448;307;293;1141381;1.141381
89951;4;480;307;293;1288027;1.288027
89951;4;512;307;293;1445448;1.445448
89951;4;544;307;293;1611851;1.611851
89951;4;576;307;293;1794507;1.794507
89951;4;608;307;293;2020211;2.020211
89951;4;640;307;293;2167610;2.167610
89951;4;672;307;293;2399863;2.399863
89951;4;704;307;293;2629183;2.629183
89951;4;736;307;293;2855049;2.855049
89951;4;768;307;293;3076935;3.076935
89951;4;800;307;293;3277494;3.277494
89951;4;832;307;293;3550280;3.550280
89951;4;864;307;293;3817178;3.817178
89951;4;896;307;293;4094146;4.094146
89951;4;928;307;293;4400018;4.400018
89951;4;960;307;293;4672461;4.672461
89951;4;992;307;293;4936563;4.936563
89951;4;1024;307;293;5281238;5.281238
89951;6;32;307;293;32282;0.032282
89951;6;64;307;293;72216;0.072216
89951;6;96;307;293;148755;0.148755
89951;6;128;307;293;248392;0.248392
89951;6;160;307;293;364037;0.364037
89951;6;192;307;293;509814;0.509814
89951;6;224;307;293;663240;0.663240
89951;6;256;307;293;855536;0.855536
89951;6;288;307;293;1072033;1.072033
89951;6;320;307;293;1288367;1.288367
89951;6;352;307;293;1527052;1.527052
89951;6;384;307;293;1799058;1.799058
89951;6;416;307;293;2080599;2.080599
89951;6;448;307;293;2399933;2.399933
89951;6;480;307;293;2741005;2.741005
89951;6;512;307;293;3077024;3.077024
89951;6;544;307;293;3404551;3.404551
89951;6;576;307;293;3818589;3.818589
89951;6;608;307;293;4232622;4.232622
89951;6;640;307;293;4671401;4.671401
89951;6;672;307;293;5094892;5.094892
89951;8;32;307;293;48021;0.048021
89951;8;64;307;293;120384;0.120384
89951;8;96;307;293;248509;0.248509
89951;8;128;307;293;418382;0.418382
89951;8;160;307;293;618343;0.618343
89951;8;192;307;293;855332;0.855332
89951;8;224;307;293;1141387;1.141387
89951;8;256;307;293;1445111;1.445111
89951;8;288;307;293;1798173;1.798173
89951;8;320;307;293;2168161;2.168161
89951;8;352;307;293;2629643;2.629643
89951;8;384;307;293;3077175;3.077175
89951;8;416;307;293;3551207;3.551207
89951;8;448;307;293;4094237;4.094237
89951;8;480;307;293;4677174;4.677174
89951;8;512;307;293;5282465;5.282465
89951;10;32;307;293;55649;0.055649
89951;10;64;307;293;177673;0.177673
89951;10;96;307;293;364644;0.364644
89951;10;128;307;293;618340;0.618340
89951;10;160;307;293;940649;0.940649
89951;10;192;307;293;1288271;1.288271
89951;10;224;307;293;1697917;1.697917
89951;10;256;307;293;2168072;2.168072
89951;10;288;307;293;2741332;2.741332
89951;10;320;307;293;3277987;3.277987
89951;10;352;307;293;3937746;3.937746
89951;10;384;307;293;4677260;4.677260
89951;12;32;307;293;79328;0.079328
89951;12;64;307;293;248383;0.248383
89951;12;96;307;293;509935;0.509935
89951;12;128;307;293;855535;0.855535
89951;12;160;307;293;1288394;1.288394
89951;12;192;307;293;1798485;1.798485
89951;12;224;307;293;2400515;2.400515
89951;12;256;307;293;3077952;3.077952
89951;12;288;307;293;3818346;3.818346
89951;12;320;307;293;4673752;4.673752
89951;14;32;307;293;96995;0.096995
89951;14;64;307;293;327172;0.327172
89951;14;96;307;293;663233;0.663233
89951;14;128;307;293;1141538;1.141538
89951;14;160;307;293;1697710;1.697710
89951;14;192;307;293;2400350;2.400350
89951;14;224;307;293;3153304;3.153304
89951;14;256;307;293;4095648;4.095648
89951;14;288;307;293;5102820;5.102820
89951;16;32;307;293;126809;0.126809
89951;16;64;307;293;418349;0.418349
89951;16;96;307;293;855284;0.855284
89951;16;128;307;293;1445358;1.445358
89951;16;160;307;293;2167596;2.167596
89951;16;192;307;293;3077502;3.077502
89951;16;224;307;293;4094687;4.094687
89951;16;256;307;293;5283312;5.283312
89951;18;32;307;293;144809;0.144809
89951;18;64;307;293;509816;0.509816
89951;18;96;307;293;1071905;1.071905
89951;18;128;307;293;1798500;1.798500
89951;18;160;307;293;2741454;2.741454
89951;18;192;307;293;3817653;3.817653
89951;18;224;307;293;5102174;5.102174
89951;20;32;307;293;185269;0.185269
89951;20;64;307;293;618338;0.618338
89951;20;96;307;293;1287969;1.287969
89951;20;128;307;293;2168263;2.168263
89951;20;160;307;293;3278030;3.278030
89951;20;192;307;293;4677751;4.677751
89951;22;32;307;293;215489;0.215489
89951;22;64;307;293;710661;0.710661
89951;22;96;307;293;1526981;1.526981
89951;22;128;307;293;2629893;2.629893
89951;22;160;307;293;3939234;3.939234
89951;24;32;307;293;244084;0.244084
89951;24;64;307;293;856021;0.856021
89951;24;96;307;293;1798444;1.798444
89951;24;128;307;293;3077734;3.077734
89951;24;160;307;293;4677482;4.677482
89951;26;32;307;293;284335;0.284335
89951;26;64;307;293;1004968;1.004968
89951;26;96;307;293;2080648;2.080648
89951;26;128;307;293;3551591;3.551591
89951;28;32;307;293;327288;0.327288
89951;28;64;307;293;1141380;1.141380
89951;28;96;307;293;2400512;2.400512
89951;28;128;307;293;4094935;4.094935
89951;30;32;307;293;364170;0.364170
89951;30;64;307;293;1288213;1.288213
89951;30;96;307;293;2741377;2.741377
89951;30;128;307;293;4677877;4.677877
89951;32;32;307;293;419598;0.419598
89951;32;64;307;293;1440755;1.440755
89951;32;96;307;293;3070071;3.070071
89951;32;128;307;293;5281299;5.281299
89951;34;32;307;293;471022;0.471022
89951;34;64;307;293;1610614;1.610614
89951;34;96;307;293;3404989;3.404989
89951;36;32;307;293;510001;0.510001
89951;36;64;307;293;1798396;1.798396
89951;36;96;307;293;3817740;3.817740
89951;38;32;307;293;568676;0.568676
89951;38;64;307;293;2019803;2.019803
89951;38;96;307;293;4236770;4.236770
89951;40;32;307;293;618990;0.618990
89951;40;64;307;293;2167276;2.167276
89951;40;96;307;293;4677752;4.677752
89951;42;32;307;293;664342;0.664342
89951;42;64;307;293;2396201;2.396201
89951;42;96;307;293;5094612;5.094612
89951;44;32;307;293;710724;0.710724
89951;44;64;307;293;2629263;2.629263
89951;46;32;307;293;795877;0.795877
89951;46;64;307;293;2855442;2.855442
89951;48;32;307;293;855302;0.855302
89951;48;64;307;293;3077264;3.077264
89951;50;32;307;293;940415;0.940415
89951;50;64;307;293;3277730;3.277730
89951;52;32;307;293;1004902;1.004902
89951;52;64;307;293;3550813;3.550813
89951;54;32;307;293;1072022;1.072022
89951;54;64;307;293;3817280;3.817280
89951;56;32;307;293;1141147;1.141147
89951;56;64;307;293;4095846;4.095846
89951;58;32;307;293;1200386;1.200386
89951;58;64;307;293;4398829;4.398829
89951;60;32;307;293;1287892;1.287892
89951;60;64;307;293;4677237;4.677237
89951;62;32;307;293;1365731;1.365731
89951;62;64;307;293;4945171;4.945171
89951;64;32;307;293;1444501;1.444501
89951;64;64;307;293;5281327;5.281327
89951;66;32;307;293;1526419;1.526419
89951;68;32;307;293;1610384;1.610384
89951;70;32;307;293;1697413;1.697413
89951;72;32;307;293;1797955;1.797955
89951;74;32;307;293;1914359;1.914359
89951;76;32;307;293;2015373;2.015373
89951;78;32;307;293;2071980;2.071980
89951;80;32;307;293;2166816;2.166816
89951;82;32;307;293;2256023;2.256023
89951;84;32;307;293;2399989;2.399989
89951;86;32;307;293;2533419;2.533419
89951;88;32;307;293;2629315;2.629315
89951;90;32;307;293;2740360;2.740360
89951;92;32;307;293;2855009;2.855009
89951;94;32;307;293;2972286;2.972286
89951;96;32;307;293;3076818;3.076818
89951;98;32;307;293;3152933;3.152933
89951;100;32;307;293;3277448;3.277448
89951;102;32;307;293;3405464;3.405464
89951;104;32;307;293;3546318;3.546318
89951;106;32;307;293;3682772;3.682772
89951;108;32;307;293;3817126;3.817126
89951;110;32;307;293;3937334;3.937334
89951;112;32;307;293;4094275;4.094275
89951;114;32;307;293;4236066;4.236066
89951;116;32;307;293;4398591;4.398591
89951;118;32;307;293;4508872;4.508872
89951;120;32;307;293;4678236;4.678236
89951;122;32;307;293;4824591;4.824591
89951;124;32;307;293;4944951;4.944951
89951;126;32;307;293;5101727;5.101727
89951;128;32;307;293;5281023;5.281023
95477;2;32;307;311;11210;0.011210
95477;2;64;307;311;5438;0.005438
95477;2;96;307;311;7800;0.007800
95477;2;128;307;311;11210;0.011210
95477;2;160;307;311;14308;0.014308
95477;2;192;307;311;26204;0.026204
95477;2;224;307;311;24895;0.024895
95477;2;256;307;311;37384;0.037384
95477;2;288;307;311;35250;0.035250
95477;2;320;307;311;50833;0.050833
95477;2;352;307;311;57850;0.057850
95477;2;384;307;311;65654;0.065654
95477;2;416;307;311;73947;0.073947
95477;2;448;307;311;84038;0.084038
95477;2;480;307;311;92672;0.092672
95477;2;512;307;311;105398;0.105398
95477;2;544;307;311;117672;0.117672
95477;2;576;307;311;126751;0.126751
95477;2;608;307;311;140532;0.140532
95477;2;640;307;311;152112;0.152112
95477;2;672;307;311;162713;0.162713
95477;2;704;307;311;173744;0.173744
95477;2;736;307;311;193649;0.193649
95477;2;768;307;311;207530;0.207530
95477;2;800;307;311;227459;0.227459
95477;2;832;307;311;242463;0.242463
95477;2;864;307;311;258243;0.258243
95477;2;896;307;311;274488;0.274488
95477;2;928;307;311;289246;0.289246
95477;2;960;307;311;308666;0.308666
95477;2;992;307;311;326718;0.326718
95477;2;1024;307;311;345796;0.345796
95477;4;32;307;311;12528;0.012528
95477;4;64;307;311;11160;0.011160
95477;4;96;307;311;18951;0.018951
95477;4;128;307;311;30011;0.030011
95477;4;160;307;311;50927;0.050927
95477;4;192;307;311;65540;0.065540
95477;4;224;307;311;84024;0.084024
95477;4;256;307;311;105362;0.105362
95477;4;288;307;311;126806;0.126806
95477;4;320;307;311;152146;0.152146
95477;4;352;307;311;173728;0.173728
95477;4;384;307;311;207612;0.207612
95477;4;416;307;311;242437;0.242437
95477;4;448;307;311;274345;0.274345
95477;4;480;307;311;308600;0.308600
95477;4;512;307;311;345251;0.345251
95477;4;544;307;311;383970;0.383970
95477;4;576;307;311;427984;0.427984
95477;4;608;307;311;479732;0.479732
95477;4;640;307;311;514164;0.514164
95477;4;672;307;311;1039240;1.039240
95477;4;704;307;311;1135899;1.135899
95477;4;736;307;311;1227539;1.227539
95477;4;768;307;311;1322655;1.322655
95477;4;800;307;311;1424140;1.424140
95477;4;832;307;311;1539738;1.539738
95477;4;864;307;311;1641311;1.641311
95477;4;896;307;311;1775378;1.775378
95477;4;928;307;311;1892936;1.892936
95477;4;960;307;311;2016701;2.016701
95477;4;992;307;311;2146105;2.146105
95477;4;1024;307;311;2272805;2.272805
95477;6;32;307;311;14966;0.014966
95477;6;64;307;311;18936;0.018936
95477;6;96;307;311;35239;0.035239
95477;6;128;307;311;65650;0.065650
95477;6;160;307;311;92705;0.092705
95477;6;192;307;311;126760;0.126760
95477;6;224;307;311;162611;0.162611
95477;6;256;307;311;207507;0.207507
95477;6;288;307;311;258194;0.258194
95477;6;320;307;311;308719;0.308719
95477;6;352;307;311;364531;0.364531
95477;6;384;307;311;427951;0.427951
95477;6;416;307;311;493713;0.493713
95477;6;448;307;311;714479;0.714479
95477;6;480;307;311;814659;0.814659
95477;6;512;307;311;913216;0.913216
95477;6;544;307;311;1021930;1.021930
95477;6;576;307;311;1127399;1.127399
95477;6;608;307;311;1261254;1.261254
95477;6;640;307;311;1380949;1.380949
95477;6;672;307;311;1878847;1.878847
95477;8;32;307;311;18406;0.018406
95477;8;64;307;311;30062;0.030062
95477;8;96;307;311;62969;0.062969
95477;8;128;307;311;106580;0.106580
95477;8;160;307;311;154055;0.154055
95477;8;192;307;311;207511;0.207511
95477;8;224;307;311;274306;0.274306
95477;8;256;307;311;345208;0.345208
95477;8;288;307;311;427821;0.427821
95477;8;320;307;311;514192;0.514192
95477;8;352;307;311;716342;0.716342
95477;8;384;307;311;834769;0.834769
95477;8;416;307;311;961990;0.961990
95477;8;448;307;311;1218389;1.218389
95477;8;480;307;311;1375339;1.375339
95477;8;512;307;311;1562283;1.562283
95477;10;32;307;311;21422;0.021422
95477;10;64;307;311;43775;0.043775
95477;10;96;307;311;92625;0.092625
95477;10;128;307;311;152189;0.152189
95477;10;160;307;311;227429;0.227429
95477;10;192;307;311;308615;0.308615
95477;10;224;307;311;404285;0.404285
95477;10;256;307;311;513992;0.513992
95477;10;288;307;311;712285;0.712285
95477;10;320;307;311;846200;0.846200
95477;10;352;307;311;1077303;1.077303
95477;10;384;307;311;1280819;1.280819
95477;12;32;307;311;26035;0.026035
95477;12;64;307;311;58508;0.058508
95477;12;96;307;311;126757;0.126757
95477;12;128;307;311;207524;0.207524
95477;12;160;307;311;308595;0.308595
95477;12;192;307;311;427888;0.427888
95477;12;224;307;311;605208;0.605208
95477;12;256;307;311;774056;0.774056
95477;12;288;307;311;998720;0.998720
95477;12;320;307;311;1298657;1.298657
95477;14;32;307;311;32007;0.032007
95477;14;64;307;311;76944;0.076944
95477;14;96;307;311;162599;0.162599
95477;14;128;307;311;274315;0.274315
95477;14;160;307;311;404278;0.404278
95477;14;192;307;311;593610;0.593610
95477;14;224;307;311;815999;0.815999
95477;14;256;307;311;1097469;1.097469
95477;14;288;307;311;1443212;1.443212
95477;16;32;307;311;37219;0.037219
95477;16;64;307;311;98367;0.098367
95477;16;96;307;311;207670;0.207670
95477;16;128;307;311;338590;0.338590
95477;16;160;307;311;514024;0.514024
95477;16;192;307;311;773929;0.773929
95477;16;224;307;311;1112342;1.112342
95477;16;256;307;311;1494015;1.494015
95477;18;32;307;311;42341;0.042341
95477;18;64;307;311;126928;0.126928
95477;18;96;307;311;258332;0.258332
95477;18;128;307;311;427970;0.427970
95477;18;160;307;311;667523;0.667523
95477;18;192;307;311;998754;0.998754
95477;18;224;307;311;1461402;1.461402
95477;20;32;307;311;50936;0.050936
95477;20;64;307;311;145046;0.145046
95477;20;96;307;311;308755;0.308755
95477;20;128;307;311;514012;0.514012
95477;20;160;307;311;823183;0.823183
95477;20;192;307;311;1280879;1.280879
95477;22;32;307;311;57963;0.057963
95477;22;64;307;311;173623;0.173623
95477;22;96;307;311;362221;0.362221
95477;22;128;307;311;628472;0.628472
95477;22;160;307;311;1020388;1.020388
95477;24;32;307;311;68416;0.068416
95477;24;64;307;311;208221;0.208221
95477;24;96;307;311;427855;0.427855
95477;24;128;307;311;757822;0.757822
95477;24;160;307;311;1257070;1.257070
95477;26;32;307;311;74025;0.074025
95477;26;64;307;311;242671;0.242671
95477;26;96;307;311;493949;0.493949
95477;26;128;307;311;901294;0.901294
95477;28;32;307;311;84082;0.084082
95477;28;64;307;311;274363;0.274363
95477;28;96;307;311;571183;0.571183
95477;28;128;307;311;1075158;1.075158
95477;30;32;307;311;92724;0.092724
95477;30;64;307;311;308623;0.308623
95477;30;96;307;311;667511;0.667511
95477;30;128;307;311;1248820;1.248820
95477;32;32;307;311;105427;0.105427
95477;32;64;307;311;345254;0.345254
95477;32;96;307;311;750819;0.750819
95477;32;128;307;311;1460419;1.460419
95477;34;32;307;311;117737;0.117737
95477;34;64;307;311;385614;0.385614
95477;34;96;307;311;866861;0.866861
95477;36;32;307;311;128210;0.128210
95477;36;64;307;311;433259;0.433259
95477;36;96;307;311;981193;0.981193
95477;38;32;307;311;141668;0.141668
95477;38;64;307;311;491480;0.491480
95477;38;96;307;311;1126183;1.126183
95477;40;32;307;311;156672;0.156672
95477;40;64;307;311;545417;0.545417
95477;40;96;307;311;1239393;1.239393
95477;42;32;307;311;175384;0.175384
95477;42;64;307;311;608171;0.608171
95477;42;96;307;311;1422081;1.422081
95477;44;32;307;311;188744;0.188744
95477;44;64;307;311;681436;0.681436
95477;46;32;307;311;211366;0.211366
95477;46;64;307;311;748110;0.748110
95477;48;32;307;311;231506;0.231506
95477;48;64;307;311;821870;0.821870
95477;50;32;307;311;256666;0.256666
95477;50;64;307;311;892025;0.892025
95477;52;32;307;311;281513;0.281513
95477;52;64;307;311;981774;0.981774
95477;54;32;307;311;303502;0.303502
95477;54;64;307;311;1061657;1.061657
95477;56;32;307;311;329552;0.329552
95477;56;64;307;311;1171498;1.171498
95477;58;32;307;311;351602;0.351602
95477;58;64;307;311;1266397;1.266397
95477;60;32;307;311;372675;0.372675
95477;60;64;307;311;1359386;1.359386
95477;62;32;307;311;403378;0.403378
95477;62;64;307;311;1470131;1.470131
95477;64;32;307;311;439685;0.439685
95477;64;64;307;311;1589013;1.589013
95477;66;32;307;311;477347;0.477347
95477;68;32;307;311;506063;0.506063
95477;70;32;307;311;540613;0.540613
95477;72;32;307;311;582310;0.582310
95477;74;32;307;311;617022;0.617022
95477;76;32;307;311;662651;0.662651
95477;78;32;307;311;706210;0.706210
95477;80;32;307;311;749134;0.749134
95477;82;32;307;311;794091;0.794091
95477;84;32;307;311;845536;0.845536
95477;86;32;307;311;906061;0.906061
95477;88;32;307;311;951192;0.951192
