n;gridSize;blockSize;p;q;clocks;seconds
95477;90;32;307;311;1005197;1.005197
95477;92;32;307;311;1052293;1.052293
95477;94;32;307;311;1107837;1.107837
95477;96;32;307;311;1165758;1.165758
95477;98;32;307;311;1231106;1.231106
95477;100;32;307;311;1278501;1.278501
95477;102;32;307;311;1350027;1.350027
95477;104;32;307;311;1417275;1.417275
95477;106;32;307;311;1497688;1.497688
95477;108;32;307;311;1559320;1.559320
95477;110;32;307;311;1625373;1.625373
95477;112;32;307;311;1721558;1.721558
95477;114;32;307;311;1797639;1.797639
95477;116;32;307;311;1894174;1.894174
95477;118;32;307;311;1966695;1.966695
95477;120;32;307;311;2043495;2.043495
95477;122;32;307;311;2138063;2.138063
95477;124;32;307;311;2233057;2.233057
95477;126;32;307;311;2330133;2.330133
95477;128;32;307;311;2421469;2.421469
97343;2;32;311;313;14288;0.014288
97343;2;64;311;313;14971;0.014971
97343;2;96;311;313;24045;0.024045
97343;2;128;311;313;41476;0.041476
97343;2;160;311;313;62943;0.062943
97343;2;192;311;313;81318;0.081318
97343;2;224;311;313;105075;0.105075
97343;2;256;311;313;127304;0.127304
97343;2;288;311;313;155471;0.155471
97343;2;320;311;313;189646;0.189646
97343;2;352;311;313;220438;0.220438
97343;2;384;311;313;254041;0.254041
97343;2;416;311;313;294773;0.294773
97343;2;448;311;313;329564;0.329564
97343;2;480;311;313;371581;0.371581
97343;2;512;311;313;426572;0.426572
97343;2;544;311;313;479817;0.479817
97343;2;576;311;313;519413;0.519413
97343;2;608;311;313;572681;0.572681
97343;2;640;311;313;641723;0.641723
97343;2;672;311;313;681239;0.681239
97343;2;704;311;313;729545;0.729545
97343;2;736;311;313;815815;0.815815
97343;2;768;311;313;868584;0.868584
97343;2;800;311;313;962634;0.962634
97343;2;832;311;313;1010764;1.010764
97343;2;864;311;313;1087005;1.087005
97343;2;896;311;313;1148111;1.148111
97343;2;928;311;313;1229898;1.229898
97343;2;960;311;313;1295506;1.295506
97343;2;992;311;313;1382851;1.382851
97343;2;1024;311;313;1452709;1.452709
97343;4;32;311;313;22229;0.022229
97343;4;64;311;313;48658;0.048658
97343;4;96;311;313;81226;0.081226
97343;4;128;311;313;127319;0.127319
97343;4;160;311;313;189634;0.189634
97343;4;192;311;313;254146;0.254146
97343;4;224;311;313;329573;0.329573
97343;4;256;311;313;426464;0.426464
97343;4;288;311;313;520571;0.520571
97343;4;320;311;313;637579;0.637579
97343;4;352;311;313;729609;0.729609
97343;4;384;311;313;868458;0.868458
97343;4;416;311;313;1011393;1.011393
97343;4;448;311;313;1148371;1.148371
97343;4;480;311;313;1295700;1.295700
97343;4;512;311;313;1452895;1.452895
97343;4;544;311;313;1619222;1.619222
97343;4;576;311;313;1807629;1.807629
97343;4;608;311;313;2030720;2.030720
97343;4;640;311;313;2178276;2.178276
97343;4;672;311;313;2437658;2.437658
97343;4;704;311;313;2668625;2.668625
97343;4;736;311;313;2896612;2.896612
97343;4;768;311;313;3089827;3.089827
97343;4;800;311;313;3322757;3.322757
97343;4;832;311;313;3564614;3.564614
97343;4;864;311;313;3816481;3.816481
97343;4;896;311;313;4123251;4.123251
97343;4;928;311;313;4425699;4.425699
97343;4;960;311;313;4693861;4.693861
97343;4;992;311;313;4962049;4.962049
97343;4;1024;311;313;5279087;5.279087
97343;6;32;311;313;31219;0.031219
97343;6;64;311;313;74112;0.074112
97343;6;96;311;313;155483;0.155483
97343;6;128;311;313;254184;0.254184
97343;6;160;311;313;371812;0.371812
97343;6;192;311;313;519478;0.519478
97343;6;224;311;313;681236;0.681236
97343;6;256;311;313;868466;0.868466
97343;6;288;311;313;1086972;1.086972
97343;6;320;311;313;1295664;1.295664
97343;6;352;311;313;1566357;1.566357
97343;6;384;311;313;1807865;1.807865
97343;6;416;311;313;2090693;2.090693
97343;6;448;311;313;2438883;2.438883
97343;6;480;311;313;2777249;2.777249
97343;6;512;311;313;3082174;3.082174
97343;6;544;311;313;3402497;3.402497
97343;6;576;311;313;3815613;3.815613
97343;6;608;311;313;4288421;4.288421
97343;6;640;311;313;4694668;4.694668
97343;6;672;311;313;5159072;5.159072
97343;8;32;311;313;48610;0.048610
97343;8;64;311;313;120215;0.120215
97343;8;96;311;313;254168;0.254168
97343;8;128;311;313;426638;0.426638
97343;8;160;311;313;641751;0.641751
97343;8;192;311;313;868608;0.868608
97343;8;224;311;313;1148525;1.148525
97343;8;256;311;313;1453367;1.453367
97343;8;288;311;313;1807735;1.807735
97343;8;320;311;313;2178063;2.178063
97343;8;352;311;313;2669862;2.669862
97343;8;384;311;313;3086178;3.086178
97343;8;416;311;313;3557738;3.557738
97343;8;448;311;313;4127490;4.127490
97343;8;480;311;313;4694089;4.694089
97343;8;512;311;313;5279282;5.279282
97343;10;32;311;313;63318;0.063318
97343;10;64;311;313;189554;0.189554
97343;10;96;311;313;371664;0.371664
97343;10;128;311;313;641938;0.641938
97343;10;160;311;313;962354;0.962354
97343;10;192;311;313;1295792;1.295792
97343;10;224;311;313;1717888;1.717888
97343;10;256;311;313;2178713;2.178713
97343;10;288;311;313;2781651;2.781651
97343;10;320;311;313;3323351;3.323351
97343;10;352;311;313;3989115;3.989115
97343;10;384;311;313;4690031;4.690031
97343;12;32;311;313;73431;0.073431
97343;12;64;311;313;254257;0.254257
97343;12;96;311;313;519509;0.519509
97343;12;128;311;313;868655;0.868655
97343;12;160;311;313;1295620;1.295620
97343;12;192;311;313;1808305;1.808305
97343;12;224;311;313;2438089;2.438089
97343;12;256;311;313;3090764;3.090764
97343;12;288;311;313;3815411;3.815411
97343;12;320;311;313;4694147;4.694147
97343;14;32;311;313;105270;0.105270
97343;14;64;311;313;329565;0.329565
97343;14;96;311;313;681634;0.681634
97343;14;128;311;313;1148411;1.148411
97343;14;160;311;313;1717971;1.717971
97343;14;192;311;313;2438268;2.438268
97343;14;224;311;313;3166822;3.166822
97343;14;256;311;313;4128123;4.128123
97343;14;288;311;313;5160824;5.160824
97343;16;32;311;313;123284;0.123284
97343;16;64;311;313;419186;0.419186
97343;16;96;311;313;869181;0.869181
97343;16;128;311;313;1453056;1.453056
97343;16;160;311;313;2178171;2.178171
97343;16;192;311;313;3090554;3.090554
97343;16;224;311;313;4128011;4.128011
97343;16;256;311;313;5279920;5.279920
97343;18;32;311;313;155573;0.155573
97343;18;64;311;313;519289;0.519289
97343;18;96;311;313;1087060;1.087060
97343;18;128;311;313;1807795;1.807795
97343;18;160;311;313;2781906;2.781906
97343;18;192;311;313;3816092;3.816092
97343;18;224;311;313;5159340;5.159340
97343;20;32;311;313;191007;0.191007
97343;20;64;311;313;637709;0.637709
97343;20;96;311;313;1287831;1.287831
97343;20;128;311;313;2178318;2.178318
97343;20;160;311;313;3322895;3.322895
97343;20;192;311;313;4694391;4.694391
97343;22;32;311;313;220667;0.220667
97343;22;64;311;313;729813;0.729813
97343;22;96;311;313;1566489;1.566489
97343;22;128;311;313;2669362;2.669362
97343;22;160;311;313;3987988;3.987988
97343;24;32;311;313;254167;0.254167
97343;24;64;311;313;868814;0.868814
97343;24;96;311;313;1807947;1.807947
97343;24;128;311;313;3091298;3.091298
97343;24;160;311;313;4694423;4.694423
97343;26;32;311;313;296076;0.296076
97343;26;64;311;313;1007224;1.007224
97343;26;96;311;313;2083558;2.083558
97343;26;128;311;313;3565657;3.565657
97343;28;32;311;313;329647;0.329647
97343;28;64;311;313;1148084;1.148084
97343;28;96;311;313;2438300;2.438300
97343;28;128;311;313;4128217;4.128217
97343;30;32;311;313;371801;0.371801
97343;30;64;311;313;1295728;1.295728
97343;30;96;311;313;2781848;2.781848
97343;30;128;311;313;4694714;4.694714
97343;32;32;311;313;426708;0.426708
97343;32;64;311;313;1453186;1.453186
97343;32;96;311;313;3090596;3.090596
97343;32;128;311;313;5279689;5.279689
97343;34;32;311;313;481125;0.481125
97343;34;64;311;313;1615271;1.615271
97343;34;96;311;313;3395700;3.395700
97343;36;32;311;313;519403;0.519403
97343;36;64;311;313;1808356;1.808356
97343;36;96;311;313;3815960;3.815960
97343;38;32;311;313;572680;0.572680
97343;38;64;311;313;2030012;2.030012
97343;38;96;311;313;4288593;4.288593
97343;40;32;311;313;642325;0.642325
97343;40;64;311;313;2177902;2.177902
97343;40;96;311;313;4694669;4.694669
97343;42;32;311;313;681134;0.681134
97343;42;64;311;313;2437930;2.437930
97343;42;96;311;313;5159757;5.159757
97343;44;32;311;313;730827;0.730827
97343;44;64;311;313;2665027;2.665027
97343;46;32;311;313;815835;0.815835
97343;46;64;311;313;2897061;2.897061
97343;48;32;311;313;868401;0.868401
97343;48;64;311;313;3090341;3.090341
97343;50;32;311;313;962221;0.962221
97343;50;64;311;313;3322907;3.322907
97343;52;32;311;313;1011176;1.011176
97343;52;64;311;313;3565035;3.565035
97343;54;32;311;313;1087081;1.087081
97343;54;64;311;313;3815268;3.815268
97343;56;32;311;313;1148074;1.148074
97343;56;64;311;313;4127746;4.127746
97343;58;32;311;313;1229611;1.229611
97343;58;64;311;313;4434818;4.434818
97343;60;32;311;313;1291213;1.291213
97343;60;64;311;313;4686459;4.686459
97343;62;32;311;313;1382767;1.382767
97343;62;64;311;313;4963003;4.963003
97343;64;32;311;313;1453261;1.453261
97343;64;64;311;313;5279520;5.279520
97343;66;32;311;313;1566114;1.566114
97343;68;32;311;313;1618982;1.618982
97343;70;32;311;313;1717504;1.717504
97343;72;32;311;313;1807363;1.807363
97343;74;32;311;313;1934541;1.934541
97343;76;32;311;313;2029447;2.029447
97343;78;32;311;313;2090226;2.090226
97343;80;32;311;313;2178666;2.178666
97343;82;32;311;313;2262909;2.262909
97343;84;32;311;313;2430117;2.430117
97343;86;32;311;313;2544946;2.544946
97343;88;32;311;313;2668663;2.668663
97343;90;32;311;313;2781447;2.781447
97343;92;32;311;313;2896221;2.896221
97343;94;32;311;313;2985008;2.985008
97343;96;32;311;313;3089909;3.089909
97343;98;32;311;313;3166331;3.166331
97343;100;32;311;313;3322740;3.322740
97343;102;32;311;313;3402251;3.402251
97343;104;32;311;313;3564588;3.564588
97343;106;32;311;313;3698027;3.698027
97343;108;32;311;313;3810708;3.810708
97343;110;32;311;313;3987857;3.987857
97343;112;32;311;313;4127459;4.127459
97343;114;32;311;313;4287827;4.287827
97343;116;32;311;313;4432999;4.432999
97343;118;32;311;313;4562493;4.562493
97343;120;32;311;313;4693855;4.693855
97343;122;32;311;313;4884949;4.884949
97343;124;32;311;313;4963236;4.963236
97343;126;32;311;313;5154742;5.154742
97343;128;32;311;313;5278936;5.278936
1032247;2;32;1019;1013;865621;0.865621
1032247;2;64;1019;1013;623321;0.623321
1032247;2;96;1019;1013;576411;0.576411
1032247;2;128;1019;1013;569802;0.569802
1032247;2;160;1019;1013;583365;0.583365
1032247;2;192;1019;1013;607405;0.607405
1032247;2;224;1019;1013;633262;0.633262
1032247;2;256;1019;1013;672561;0.672561
1032247;2;288;1019;1013;719197;0.719197
1032247;2;320;1019;1013;767243;0.767243
1032247;2;352;1019;1013;813178;0.813178
1032247;2;384;1019;1013;861305;0.861305
1032247;2;416;1019;1013;937499;0.937499
1032247;2;448;1019;1013;971143;0.971143
1032247;2;480;1019;1013;1041498;1.041498
1032247;2;512;1019;1013;1114668;1.114668
1032247;2;544;1019;1013;1175834;1.175834
1032247;2;576;1019;1013;1254902;1.254902
1032247;2;608;1019;1013;1329436;1.329436
1032247;2;640;1019;1013;1398302;1.398302
1032247;2;672;1019;1013;1451599;1.451599
1032247;2;704;1019;1013;1543666;1.543666
1032247;2;736;1019;1013;1601337;1.601337
1032247;2;768;1019;1013;1700645;1.700645
1032247;2;800;1019;1013;1776432;1.776432
1032247;2;832;1019;1013;1865884;1.865884
1032247;2;864;1019;1013;1928271;1.928271
1032247;2;896;1019;1013;2050410;2.050410
1032247;2;928;1019;1013;2141968;2.141968
1032247;2;960;1019;1013;2258812;2.258812
1032247;2;992;1019;1013;2342931;2.342931
1032247;2;1024;1019;1013;2430033;2.430033
1032247;4;32;1019;1013;628923;0.628923
1032247;4;64;1019;1013;569651;0.569651
1032247;4;96;1019;1013;607326;0.607326
1032247;4;128;1019;1013;672501;0.672501
1032247;4;160;1019;1013;767260;0.767260
1032247;4;192;1019;1013;861385;0.861385
1032247;4;224;1019;1013;970744;0.970744
1032247;4;256;1019;1013;1114682;1.114682
1032247;4;288;1019;1013;1254866;1.254866
1032247;4;320;1019;1013;1398299;1.398299
1032247;4;352;1019;1013;1544027;1.544027
1032247;4;384;1019;1013;1699086;1.699086
1032247;4;416;1019;1013;1874714;1.874714
1032247;4;448;1019;1013;2050193;2.050193
1032247;4;480;1019;1013;2260317;2.260317
1032247;4;512;1019;1013;2425843;2.425843
1032247;4;544;1019;1013;2623642;2.623642
1032247;4;576;1019;1013;2892697;2.892697
1032247;4;608;1019;1013;3103866;3.103866
1032247;4;640;1019;1013;3324165;3.324165
1032247;4;672;1019;1013;3521591;3.521591
1032247;4;704;1019;1013;3776467;3.776467
1032247;4;736;1019;1013;4007768;4.007768
1032247;4;768;1019;1013;4316854;4.316854
1032247;4;800;1019;1013;4619457;4.619457
1032247;4;832;1019;1013;4897368;4.897368
1032247;4;864;1019;1013;5197500;5.197500
1032247;4;896;1019;1013;5496089;5.496089
1032247;4;928;1019;1013;5801348;5.801348
1032247;4;960;1019;1013;6115224;6.115224
1032247;4;992;1019;1013;6416524;6.416524
1032247;4;1024;1019;1013;6772949;6.772949
1032247;6;32;1019;1013;577245;0.577245
1032247;6;64;1019;1013;603333;0.603333
1032247;6;96;1019;1013;710573;0.710573
1032247;6;128;1019;1013;861347;0.861347
1032247;6;160;1019;1013;1041734;1.041734
1032247;6;192;1019;1013;1255194;1.255194
1032247;6;224;1019;1013;1451645;1.451645
1032247;6;256;1019;1013;1699312;1.699312
1032247;6;288;1019;1013;1928744;1.928744
1032247;6;320;1019;1013;2259199;2.259199
1032247;6;352;1019;1013;2506470;2.506470
1032247;6;384;1019;1013;2890845;2.890845
1032247;6;416;1019;1013;3204765;3.204765
1032247;6;448;1019;1013;3520879;3.520879
1032247;6;480;1019;1013;3907723;3.907723
1032247;6;512;1019;1013;4317496;4.317496
1032247;6;544;1019;1013;4768207;4.768207
1032247;6;576;1019;1013;5199191;5.199191
1032247;6;608;1019;1013;5651696;5.651696
1032247;6;640;1019;1013;6117183;6.117183
1032247;6;672;1019;1013;6593607;6.593607
1032247;8;32;1019;1013;569840;0.569840
1032247;8;64;1019;1013;672601;0.672601
1032247;8;96;1019;1013;861337;0.861337
1032247;8;128;1019;1013;1114595;1.114595
1032247;8;160;1019;1013;1398356;1.398356
1032247;8;192;1019;1013;1699833;1.699833
1032247;8;224;1019;1013;2050618;2.050618
1032247;8;256;1019;1013;2430053;2.430053
1032247;8;288;1019;1013;2891470;2.891470
1032247;8;320;1019;1013;3324754;3.324754
1032247;8;352;1019;1013;3773330;3.773330
1032247;8;384;1019;1013;4308943;4.308943
1032247;8;416;1019;1013;4896924;4.896924
1032247;8;448;1019;1013;5495766;5.495766
1032247;8;480;1019;1013;6114264;6.114264
1032247;8;512;1019;1013;6773077;6.773077
1032247;10;32;1019;1013;583457;0.583457
1032247;10;64;1019;1013;767195;0.767195
1032247;10;96;1019;1013;1042044;1.042044
1032247;10;128;1019;1013;1398281;1.398281
1032247;10;160;1019;1013;1781793;1.781793
1032247;10;192;1019;1013;2255351;2.255351
1032247;10;224;1019;1013;2760682;2.760682
1032247;10;256;1019;1013;3323720;3.323720
1032247;10;288;1019;1013;3908848;3.908848
1032247;10;320;1019;1013;4620844;4.620844
1032247;10;352;1019;1013;5377997;5.377997
1032247;10;384;1019;1013;6114523;6.114523
1032247;12;32;1019;1013;607417;0.607417
1032247;12;64;1019;1013;861683;0.861683
1032247;12;96;1019;1013;1255008;1.255008
1032247;12;128;1019;1013;1699296;1.699296
1032247;12;160;1019;1013;2260416;2.260416
1032247;12;192;1019;1013;2886983;2.886983
1032247;12;224;1019;1013;3514228;3.514228
1032247;12;256;1019;1013;4318595;4.318595
1032247;12;288;1019;1013;5201675;5.201675
1032247;12;320;1019;1013;6115875;6.115875
1032247;14;32;1019;1013;633979;0.633979
1032247;14;64;1019;1013;971154;0.971154
1032247;14;96;1019;1013;1451497;1.451497
1032247;14;128;1019;1013;2050369;2.050369
1032247;14;160;1019;1013;2769027;2.769027
1032247;14;192;1019;1013;3522498;3.522498
1032247;14;224;1019;1013;4495522;4.495522
1032247;14;256;1019;1013;5492991;5.492991
1032247;14;288;1019;1013;6593421;6.593421
1032247;16;32;1019;1013;672680;0.672680
1032247;16;64;1019;1013;1114701;1.114701
1032247;16;96;1019;1013;1699385;1.699385
1032247;16;128;1019;1013;2429876;2.429876
1032247;16;160;1019;1013;3323505;3.323505
1032247;16;192;1019;1013;4317965;4.317965
1032247;16;224;1019;1013;5497076;5.497076
1032247;16;256;1019;1013;6773932;6.773932
1032247;18;32;1019;1013;714113;0.714113
1032247;18;64;1019;1013;1254854;1.254854
1032247;18;96;1019;1013;1928565;1.928565
1032247;18;128;1019;1013;2891248;2.891248
1032247;18;160;1019;1013;3909451;3.909451
1032247;18;192;1019;1013;5202478;5.202478
1032247;18;224;1019;1013;6593552;6.593552
1032247;20;32;1019;1013;767338;0.767338
1032247;20;64;1019;1013;1398355;1.398355
1032247;20;96;1019;1013;2258899;2.258899
1032247;20;128;1019;1013;3323364;3.323364
1032247;20;160;1019;1013;4622300;4.622300
1032247;20;192;1019;1013;6111036;6.111036
1032247;22;32;1019;1013;804607;0.804607
1032247;22;64;1019;1013;1543569;1.543569
1032247;22;96;1019;1013;2505422;2.505422
1032247;22;128;1019;1013;3777853;3.777853
1032247;22;160;1019;1013;5378293;5.378293
1032247;24;32;1019;1013;861346;0.861346
1032247;24;64;1019;1013;1699419;1.699419
1032247;24;96;1019;1013;2891781;2.891781
1032247;24;128;1019;1013;4318518;4.318518
1032247;24;160;1019;1013;6116261;6.116261
1032247;26;32;1019;1013;937465;0.937465
1032247;26;64;1019;1013;1875688;1.875688
1032247;26;96;1019;1013;3200550;3.200550
1032247;26;128;1019;1013;4888920;4.888920
1032247;28;32;1019;1013;971246;0.971246
1032247;28;64;1019;1013;2050601;2.050601
1032247;28;96;1019;1013;3522801;3.522801
1032247;28;128;1019;1013;5497885;5.497885
1032247;30;32;1019;1013;1041456;1.041456
1032247;30;64;1019;1013;2258926;2.258926
1032247;30;96;1019;1013;3908959;3.908959
1032247;30;128;1019;1013;6115578;6.115578
1032247;32;32;1019;1013;1115959;1.115959
1032247;32;64;1019;1013;2425996;2.425996
1032247;32;96;1019;1013;4309635;4.309635
1032247;32;128;1019;1013;6772240;6.772240
1032247;34;32;1019;1013;1175818;1.175818
1032247;34;64;1019;1013;2622926;2.622926
1032247;34;96;1019;1013;4767868;4.767868
1032247;36;32;1019;1013;1254950;1.254950
1032247;36;64;1019;1013;2890948;2.890948
1032247;36;96;1019;1013;5202703;5.202703
1032247;38;32;1019;1013;1329465;1.329465
1032247;38;64;1019;1013;3103201;3.103201
1032247;38;96;1019;1013;5654534;5.654534
1032247;40;32;1019;1013;1390106;1.390106
1032247;40;64;1019;1013;3322400;3.322400
1032247;40;96;1019;1013;6115668;6.115668
1032247;42;32;1019;1013;1451389;1.451389
1032247;42;64;1019;1013;3521378;3.521378
1032247;42;96;1019;1013;6593896;6.593896
1032247;44;32;1019;1013;1543583;1.543583
1032247;44;64;1019;1013;3777071;3.777071
1032247;46;32;1019;1013;1600798;1.600798
1032247;46;64;1019;1013;4007961;4.007961
1032247;48;32;1019;1013;1700204;1.700204
1032247;48;64;1019;1013;4313022;4.313022
1032247;50;32;1019;1013;1771666;1.771666
1032247;50;64;1019;1013;4620500;4.620500
1032247;52;32;1019;1013;1874115;1.874115
1032247;52;64;1019;1013;4896875;4.896875
1032247;54;32;1019;1013;1928021;1.928021
1032247;54;64;1019;1013;5201364;5.201364
1032247;56;32;1019;1013;2049827;2.049827
1032247;56;64;1019;1013;5496611;5.496611
1032247;58;32;1019;1013;2141522;2.141522
1032247;58;64;1019;1013;5801097;5.801097
1032247;60;32;1019;1013;2259508;2.259508
1032247;60;64;1019;1013;6110061;6.110061
1032247;62;32;1019;1013;2342374;2.342374
1032247;62;64;1019;1013;6416598;6.416598
1032247;64;32;1019;1013;2429031;2.429031
1032247;64;64;1019;1013;6771298;6.771298
1032247;66;32;1019;1013;2505577;2.505577
